call_id,input_preview,input_length_chars,success,elapsed_s,result_keys,result_key_count,result_json_snippet,error
93,We conducted a single-arm pilot study at a municipal public health dental screening programme in Australia enrolling pat,688,True,11.2697,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus enrolled via consecutive enrolment at a dental screening programme (n=304)""}, ""suspicious_or_malign",
94,We conducted a double-blind placebo-controlled trial at a community oral health clinic in India enrolling patients with ,638,True,6.0014,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral squamous cell carcinoma (OSCC), with a sub",
95,We conducted a cross-sectional survey at a tertiary referral cancer centre in Taiwan enrolling patients with chronic per,557,True,13.4705,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
96,We conducted a retrospective case-control study at a specialist maxillofacial unit in China enrolling patients with oral,554,True,8.3694,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus, a chronic inflammatory condition of the oral mucosa; 992 participants (502 female, 490 male), mean",
97,We conducted a pragmatic cluster RCT at a tertiary referral cancer centre in the United States enrolling patients with o,726,True,6.517,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral leukoplakia, a potentially malignant oral ",
98,We conducted a retrospective case-control study at a specialist maxillofacial unit in Brazil enrolling patients with ora,658,True,8.3426,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral leukoplakia (a potentially malignant oral ",
99,We conducted a retrospective case-control study at a tertiary referral cancer centre in India enrolling patients with or,709,True,11.6108,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus (a benign/potentially malignant oral mucosal condition), 190 participants enrolled""}, ""suspicious_o",
100,We conducted a single-arm pilot study at a tertiary referral cancer centre in China enrolling patients with recurrent ap,542,True,10.2124,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with recurrent aphthous stomatitis (benign oral ulcers), mean age 34 years, 497 participants recruited from a tertiary refe",
101,We conducted a cross-sectional survey at a municipal public health dental screening programme in the United States enrol,737,True,10.8176,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral leukoplakia, stratified by lesion severity",
102,We conducted a prospective cohort study at a rural primary care dental practice in China enrolling patients with oral sq,654,True,10.1966,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral squamous cell carcinoma (OSCC); sub-group ",
103,We conducted a multi-centre observational study at a specialist maxillofacial unit in Australia enrolling patients with ,701,True,10.9597,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral leukoplakia, including a sub-group of 30 p",
104,We conducted a retrospective case-control study at a tertiary referral cancer centre in Germany enrolling patients with ,539,True,14.5544,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
105,We conducted a pragmatic cluster RCT at a tertiary referral cancer centre in the United Kingdom enrolling patients with ,653,True,13.6227,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Primary study population consists of patients with recurrent aphthous stomatitis (n=1091), a benign oral condition""}, ""suspicious_or",
106,We conducted a prospective cohort study at a municipal public health dental screening programme in Germany enrolling pat,526,True,11.2437,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with erythroplakia, a potentially malignant oral les",
107,We conducted a cross-sectional survey at a specialist maxillofacial unit in South Korea enrolling patients with oral leu,620,True,10.8019,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral leukoplakia, including a subgroup of 176 p",
108,We conducted a randomised controlled trial at a rural primary care dental practice in Brazil enrolling patients with ora,713,True,11.0738,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral potentially malignant disorders (OPMD); a ",
109,We conducted a randomised controlled trial at a university dental hospital in South Korea enrolling patients with chroni,637,True,15.5789,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""A subgroup of 22 participants with high-grade dysplasia under",
110,We conducted a randomised controlled trial at a tertiary referral cancer centre in India enrolling patients with erythro,718,True,11.3788,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with erythroplakia (a potentially malignant oral dis",
111,We conducted a prospective cohort study at a community oral health clinic in Brazil enrolling patients with verrucous ca,537,True,10.053,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with verrucous carcinoma of the oral cavity, 88 part",
112,We conducted a prospective cohort study at a veterans' healthcare dental department in Brazil enrolling patients with or,530,True,18.2591,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus, a recognized potentially ma",
113,We conducted a retrospective case-control study at a tertiary referral cancer centre in South Korea enrolling patients w,719,True,10.9409,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral squamous cell carcinoma (OSCC); a sub-grou",
114,We conducted a prospective cohort study at a tertiary referral cancer centre in Brazil enrolling patients with erythropl,542,True,10.9682,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with erythroplakia, a potentially malignant oral les",
115,We conducted a single-arm pilot study at a veterans' healthcare dental department in Germany enrolling patients with ora,592,True,9.9858,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral squamous cell carcinoma (OSCC), 736 partic",
116,We conducted a cross-sectional survey at a veterans' healthcare dental department in the United Kingdom enrolling patien,564,True,12.7599,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus, a potentially malignant ora",
117,We conducted a single-arm pilot study at a specialist maxillofacial unit in India enrolling patients with chronic period,611,True,17.4658,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
118,We conducted a cross-sectional survey at a municipal public health dental screening programme in the United States enrol,654,True,20.1097,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
119,We conducted a retrospective case-control study at a specialist maxillofacial unit in Australia enrolling patients with ,649,True,13.4051,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral leukoplakia, a potentially malignant oral ",
120,We conducted a single-arm pilot study at a specialist maxillofacial unit in the United States enrolling patients with or,619,True,14.4348,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral potentially malignant disorder (OPMD), str",
121,We conducted a pragmatic cluster RCT at a specialist maxillofacial unit in Sri Lanka enrolling patients with verrucous c,656,True,15.3486,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with verrucous carcinoma of the oral cavity; a subgr",
122,We conducted a cross-sectional survey at a tertiary referral cancer centre in South Korea enrolling patients with oral s,622,True,10.6184,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral squamous cell carcinoma (OSCC) recruited a",
123,We conducted a cross-sectional survey at a tertiary referral cancer centre in India enrolling patients with recurrent ap,620,True,10.7718,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with recurrent aphthous stomatitis enrolled at a tertiary referral cancer centre in India""}, ""suspicious_or_malignant_lesio",
124,We conducted a randomised controlled trial at a university dental hospital in Brazil enrolling patients with erythroplak,620,True,11.7112,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with erythroplakia, a potentially malignant oral les",
125,We conducted a single-arm pilot study at a university dental hospital in Australia enrolling patients with erythroplakia,610,True,11.0464,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with erythroplakia, a potentially malignant oral les",
126,We conducted a single-arm pilot study at a municipal public health dental screening programme in South Korea enrolling p,734,True,11.5464,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral potentially malignant disorders (OPMD), st",
127,We conducted a cross-sectional survey at a rural primary care dental practice in Brazil enrolling patients with dental c,706,True,18.5671,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Sub-group of 136 participants with high-grade dysplasia under",
128,We conducted a pragmatic cluster RCT at a community oral health clinic in the United States enrolling patients with oral,581,True,12.33,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral potentially malignant disorders (OPMD), st",
129,We conducted a pragmatic cluster RCT at a rural primary care dental practice in Taiwan enrolling patients with oral lich,507,True,18.2137,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus, a potentially malignant ora",
130,We conducted a single-arm pilot study at a university dental hospital in Germany enrolling patients with oral lichen pla,529,True,16.5458,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus, a WHO-recognized potentiall",
131,We conducted a prospective cohort study at a university dental hospital in Germany enrolling patients with verrucous car,656,True,10.8214,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with verrucous carcinoma of the oral cavity; a sub-g",
132,We conducted a single-arm pilot study at a rural primary care dental practice in Sri Lanka enrolling patients with oral ,538,True,10.999,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral leukoplakia recruited at a rural primary c",
133,We conducted a single-arm pilot study at a specialist maxillofacial unit in China enrolling patients with oral potential,741,True,10.923,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral potentially malignant disorder (OPMD); sub",
134,We conducted a prospective cohort study at a community oral health clinic in Sri Lanka enrolling patients with erythropl,534,True,10.7169,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with erythroplakia, a potentially malignant oral les",
135,We conducted a randomised controlled trial at a community oral health clinic in China enrolling patients with oral submu,625,True,11.8824,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral submucous fibrosis, including a subgroup o",
136,We conducted a retrospective case-control study at a veterans' healthcare dental department in the United States enrolli,614,True,14.7027,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
137,We conducted a cross-sectional survey at a rural primary care dental practice in the United States enrolling patients wi,601,True,17.1309,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
138,We conducted a prospective cohort study at a rural primary care dental practice in India enrolling patients with erythro,563,True,11.9178,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with erythroplakia, a potentially malignant oral les",
139,We conducted a multi-centre observational study at a community oral health clinic in the United Kingdom enrolling patien,544,True,13.676,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
140,We conducted a multi-centre observational study at a municipal public health dental screening programme in Germany enrol,594,True,13.6038,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
141,We conducted a multi-centre observational study at a veterans' healthcare dental department in Brazil enrolling patients,651,True,11.3646,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with verrucous carcinoma of the oral cavity; a sub-g",
142,We conducted a randomised controlled trial at a tertiary referral cancer centre in Brazil enrolling patients with dental,506,True,13.713,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with dental caries in high-risk adults, 505 participants (mean age 26 years), never-tobacco history, followed for 12 months",
143,We conducted a multi-centre observational study at a veterans' healthcare dental department in South Korea enrolling pat,738,True,12.4807,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral potentially malignant disorder (OPMD); a s",
144,We conducted a prospective cohort study at a veterans' healthcare dental department in South Korea enrolling patients wi,657,True,11.5183,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral squamous cell carcinoma (OSCC); a sub-grou",
145,We conducted a double-blind placebo-controlled trial at a municipal public health dental screening programme in India en,671,True,19.0383,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
146,We conducted a single-arm pilot study at a rural primary care dental practice in India enrolling patients with chronic p,593,True,16.7698,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
147,We conducted a retrospective case-control study at a veterans' healthcare dental department in China enrolling patients ,579,True,12.0702,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral potentially malignant disorders (OPMD), 97",
148,We conducted a prospective cohort study at a tertiary referral cancer centre in Taiwan enrolling patients with oral subm,665,True,14.9164,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral submucous fibrosis (a potentially malignan",
149,We conducted a pragmatic cluster RCT at a specialist maxillofacial unit in the United States enrolling patients with ora,660,True,12.2939,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral squamous cell carcinoma (OSCC); a subgroup",
150,We conducted a multi-centre observational study at a veterans' healthcare dental department in the United Kingdom enroll,634,True,16.4346,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral submucous fibrosis, a potentially malignan",
151,We conducted a multi-centre observational study at a municipal public health dental screening programme in the United St,770,True,13.1227,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral squamous cell carcinoma (OSCC); a sub-grou",
152,We conducted a double-blind placebo-controlled trial at a municipal public health dental screening programme in Australi,575,True,16.0201,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus, a chronic inflammatory oral mucosal condition; concurrent malignancy was an exclusion criterion""},",
153,We conducted a retrospective case-control study at a tertiary referral cancer centre in Australia enrolling patients wit,718,True,25.0313,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Subgroup of 214 participants with high-grade dysplasia underw",
154,We conducted a cross-sectional survey at a municipal public health dental screening programme in Taiwan enrolling patien,633,True,13.0547,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral squamous cell carcinoma (OSCC) recruited f",
155,We conducted a retrospective case-control study at a veterans' healthcare dental department in Australia enrolling patie,677,True,13.9591,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with verrucous carcinoma of the oral cavity; a sub-g",
156,We conducted a single-arm pilot study at a municipal public health dental screening programme in the United States enrol,571,True,18.7047,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral leukoplakia recruited via purposive sampli",
157,We conducted a randomised controlled trial at a tertiary referral cancer centre in South Korea enrolling patients with v,738,True,13.4865,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with verrucous carcinoma of the oral cavity; a subgr",
158,We conducted a prospective cohort study at a municipal public health dental screening programme in Taiwan enrolling pati,717,True,13.8404,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with erythroplakia enrolled at a dental screening pr",
159,We conducted a cross-sectional survey at a municipal public health dental screening programme in Brazil enrolling patien,552,True,13.8126,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with recurrent aphthous stomatitis, a benign recurring ulcerative condition of the oral cavity""}, ""suspicious_or_malignant_",
160,We conducted a single-arm pilot study at a veterans' healthcare dental department in Brazil enrolling patients with oral,662,True,14.2628,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral submucous fibrosis stratified by lesion se",
161,We conducted a prospective cohort study at a tertiary referral cancer centre in China enrolling patients with erythropla,627,True,14.6639,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with erythroplakia (a potentially malignant oral les",
162,We conducted a prospective cohort study at a specialist maxillofacial unit in China enrolling patients with oral potenti,712,True,14.4957,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral potentially malignant disorders (OPMD), wi",
163,We conducted a double-blind placebo-controlled trial at a municipal public health dental screening programme in the Unit,574,True,19.0675,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
164,We conducted a randomised controlled trial at a community oral health clinic in Germany enrolling patients with oral leu,579,True,16.5982,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral leukoplakia, a potentially malignant oral ",
165,We conducted a cross-sectional survey at a tertiary referral cancer centre in the United Kingdom enrolling patients with,645,True,19.7968,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with recurrent aphthous stomatitis enrolled at a tertiary referral cancer centre; a subgroup of 297 participants also had h",
166,We conducted a prospective cohort study at a municipal public health dental screening programme in India enrolling patie,738,True,27.4382,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Primary population of 916 patients with chronic periodontitis, stratified by lesion severity, enrolled at a dental screening program",
167,We conducted a pragmatic cluster RCT at a university dental hospital in Brazil enrolling patients with oral squamous cel,616,True,14.0759,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral squamous cell carcinoma (OSCC), stratified",
168,We conducted a multi-centre observational study at a municipal public health dental screening programme in the United Ki,623,True,15.5348,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral potentially malignant disorder (OPMD), rec",
169,We conducted a cross-sectional survey at a specialist maxillofacial unit in Taiwan enrolling patients with chronic perio,520,True,20.4121,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
170,We conducted a single-arm pilot study at a specialist maxillofacial unit in Germany enrolling patients with recurrent ap,524,True,15.4749,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with recurrent aphthous stomatitis, a benign/innocuous oral condition""}, ""suspicious_or_malignant_lesions"": {""selected"": fa",
171,We conducted a multi-centre observational study at a university dental hospital in the United States enrolling patients ,632,True,17.4185,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral submucous fibrosis, a potentially malignan",
172,We conducted a randomised controlled trial at a municipal public health dental screening programme in the United Kingdom,586,True,15.639,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with recurrent aphthous stomatitis, a benign recurring oral condition; 611 participants (483 female, 128 male; mean age 64 ",
173,We conducted a randomised controlled trial at a rural primary care dental practice in the United States enrolling patien,577,True,20.28,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus, a potentially malignant ora",
174,We conducted a cross-sectional survey at a university dental hospital in Taiwan enrolling patients with chronic periodon,685,True,22.7554,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
175,We conducted a double-blind placebo-controlled trial at a community oral health clinic in Australia enrolling patients w,669,True,14.9611,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with verrucous carcinoma of the oral cavity; a sub-g",
176,We conducted a multi-centre observational study at a tertiary referral cancer centre in South Korea enrolling patients w,544,True,16.3493,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral submucous fibrosis (OSF), a potentially ma",
177,We conducted a single-arm pilot study at a veterans' healthcare dental department in Australia enrolling patients with v,728,True,14.7949,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with verrucous carcinoma of the oral cavity; a sub-g",
178,We conducted a randomised controlled trial at a rural primary care dental practice in Brazil enrolling patients with ora,541,True,23.6616,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus, a WHO-recognized potentiall",
179,We conducted a cross-sectional survey at a veterans' healthcare dental department in China enrolling patients with verru,654,True,16.8638,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with verrucous carcinoma of the oral cavity; a subgr",
180,We conducted a prospective cohort study at a rural primary care dental practice in the United Kingdom enrolling patients,626,True,29.337,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Sub-group of 85 participants with high-grade dysplasia underw",
181,We conducted a cross-sectional survey at a rural primary care dental practice in Taiwan enrolling patients with oral squ,547,True,16.413,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral squamous cell carcinoma (OSCC), 346 partic",
182,We conducted a multi-centre observational study at a municipal public health dental screening programme in Australia enr,726,True,16.1319,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with erythroplakia, a potentially malignant oral dis",
183,We conducted a single-arm pilot study at a tertiary referral cancer centre in Sri Lanka enrolling patients with oral leu,698,True,16.9102,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral leukoplakia, a potentially malignant disor",
184,We conducted a pragmatic cluster RCT at a municipal public health dental screening programme in China enrolling patients,686,True,17.3226,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral potentially malignant disorders (OPMD), st",
185,We conducted a double-blind placebo-controlled trial at a specialist maxillofacial unit in South Korea enrolling patient,587,True,21.7128,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
